sub,ses,task,run,median_value,filename
0059,03,alignvideo,2,57.742374420166016,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-03_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,03,alignvideo,1,53.27722930908203,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-03_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,04,fractional,1,55.15021514892578,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-04_task-fractional_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,03,social,6,71.10568237304688,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-03_task-social_acq-mb8_run-6_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,01,alignvideo,4,45.00739669799805,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-01_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,02,narratives,1,54.736175537109375,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-02_task-narratives_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,02,alignvideo,2,50.706871032714844,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-02_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,02,faces,1,55.33466339111328,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-02_task-faces_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,01,social,5,61.21112060546875,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-01_task-social_acq-mb8_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,02,narratives,3,52.374046325683594,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-02_task-narratives_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,01,alignvideo,2,48.98743438720703,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-01_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,02,faces,3,54.448001861572266,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-02_task-faces_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,03,shortvideo,1,57.579341888427734,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-03_task-shortvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,04,social,1,53.8972282409668,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-04_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,03,alignvideo,3,55.74451446533203,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-03_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,03,social,5,64.9598388671875,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-03_task-social_acq-mb8_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,01,social,3,52.10749053955078,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-01_task-social_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,01,social,1,61.76879119873047,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-01_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,03,social,2,55.74492645263672,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-03_task-social_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,04,social,6,52.36216735839844,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-04_task-social_acq-mb8_run-6_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,04,social,3,53.76546096801758,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-04_task-social_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,02,narratives,4,52.85053634643555,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-02_task-narratives_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,01,social,2,56.029361724853516,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-01_task-social_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,02,alignvideo,1,57.05141830444336,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-02_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,01,alignvideo,3,52.942718505859375,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-01_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,03,social,1,57.18275833129883,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-03_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,01,social,6,62.5299072265625,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-01_task-social_acq-mb8_run-6_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,02,alignvideo,3,51.66085433959961,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-02_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,02,alignvideo,4,50.73739242553711,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-02_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,04,alignvideo,1,56.54072189331055,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-04_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,03,social,3,57.60960388183594,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-03_task-social_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,03,social,4,57.282371520996094,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-03_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,02,narratives,2,55.754005432128906,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-02_task-narratives_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,04,alignvideo,2,49.192195892333984,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-04_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0059,04,social,4,49.04152297973633,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0059/sub-0059_ses-04_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,02,alignvideo,4,41.39774703979492,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-02_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,03,shortvideo,1,47.795196533203125,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-03_task-shortvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,02,faces,1,43.7909049987793,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-02_task-faces_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,02,narratives,3,49.233192443847656,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-02_task-narratives_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,04,fractional,2,48.934356689453125,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-04_task-fractional_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,02,narratives,2,43.3297004699707,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-02_task-narratives_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,02,alignvideo,3,42.255496978759766,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-02_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,01,alignvideo,4,44.78588104248047,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-01_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,02,alignvideo,2,40.886558532714844,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-02_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,01,alignvideo,3,40.02927780151367,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-01_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,04,alignvideo,2,47.885074615478516,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-04_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,01,alignvideo,2,40.371620178222656,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-01_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,02,faces,2,36.65835952758789,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-02_task-faces_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,02,narratives,1,44.550296783447266,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-02_task-narratives_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,04,fractional,1,54.31666564941406,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-04_task-fractional_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,02,alignvideo,1,36.39470672607422,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-02_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,02,faces,3,16.766796112060547,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-02_task-faces_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,02,narratives,4,45.325435638427734,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-02_task-narratives_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,03,alignvideo,3,47.01064682006836,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-03_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,04,alignvideo,1,46.479896545410156,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-04_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,03,alignvideo,1,47.65671920776367,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-03_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,03,alignvideo,2,48.09453201293945,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-03_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0079,01,alignvideo,1,44.80771255493164,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0079/sub-0079_ses-01_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,01,social,6,60.61024475097656,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-01_task-social_acq-mb8_run-6_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,01,social,2,51.79445266723633,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-01_task-social_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,02,faces,3,43.091060638427734,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-02_task-faces_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,02,narratives,2,46.65208053588867,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-02_task-narratives_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,02,narratives,1,44.508567810058594,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-02_task-narratives_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,01,alignvideo,4,40.86398696899414,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-01_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,02,alignvideo,1,42.94750213623047,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-02_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,02,narratives,3,40.9903678894043,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-02_task-narratives_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,04,alignvideo,2,38.9457893371582,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-04_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,03,social,3,50.83701705932617,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-03_task-social_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,03,shortvideo,1,34.608829498291016,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-03_task-shortvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,01,social,3,53.2308464050293,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-01_task-social_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,04,social,3,35.56020736694336,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-04_task-social_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,03,alignvideo,1,42.61445236206055,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-03_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,03,social,6,39.909969329833984,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-03_task-social_acq-mb8_run-6_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,04,social,1,32.3914794921875,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-04_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,02,faces,2,41.49199295043945,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-02_task-faces_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,04,alignvideo,1,40.06777572631836,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-04_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,04,social,6,36.71653747558594,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-04_task-social_acq-mb8_run-6_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,04,social,5,32.501800537109375,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-04_task-social_acq-mb8_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,01,alignvideo,2,42.5353889465332,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-01_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,03,social,2,41.043739318847656,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-03_task-social_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,03,social,4,45.758724212646484,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-03_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,02,alignvideo,2,45.78178405761719,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-02_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,01,social,5,54.78248977661133,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-01_task-social_acq-mb8_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,04,fractional,1,38.15811538696289,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-04_task-fractional_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,02,alignvideo,4,41.99287033081055,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-02_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,03,alignvideo,2,43.2140007019043,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-03_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,04,social,4,31.063264846801758,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-04_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,04,fractional,2,39.14180374145508,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-04_task-fractional_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,04,social,2,41.042457580566406,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-04_task-social_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,01,alignvideo,3,34.5473518371582,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-01_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,03,social,1,40.99883270263672,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-03_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,01,social,1,52.674530029296875,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-01_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,03,alignvideo,3,40.653629302978516,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-03_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,02,narratives,4,34.531497955322266,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-02_task-narratives_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,03,social,5,85.9668960571289,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-03_task-social_acq-mb8_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,01,social,4,42.994544982910156,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-01_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,02,alignvideo,3,33.82514190673828,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-02_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,01,alignvideo,1,59.94685363769531,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-01_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0133,02,faces,1,38.57090759277344,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0133/sub-0133_ses-02_task-faces_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,02,narratives,3,36.74569320678711,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-02_task-narratives_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,01,alignvideo,4,45.21555709838867,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-01_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,01,social,6,48.558448791503906,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-01_task-social_acq-mb8_run-6_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,02,faces,1,43.14310073852539,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-02_task-faces_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,01,social,1,48.871482849121094,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-01_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,01,alignvideo,2,48.542388916015625,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-01_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,01,alignvideo,1,46.53042984008789,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-01_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,01,social,5,44.862762451171875,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-01_task-social_acq-mb8_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,02,alignvideo,2,36.93265151977539,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-02_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,02,alignvideo,4,53.99065017700195,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-02_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,02,alignvideo,3,54.15384292602539,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-02_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,02,faces,3,44.16868591308594,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-02_task-faces_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,01,social,3,40.770782470703125,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-01_task-social_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,01,social,4,41.51288604736328,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-01_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,02,alignvideo,1,47.14097595214844,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-02_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,01,social,2,42.253353118896484,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-01_task-social_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,02,faces,2,42.910797119140625,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-02_task-faces_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,02,narratives,2,38.23418426513672,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-02_task-narratives_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,02,narratives,1,37.37961196899414,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-02_task-narratives_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,02,narratives,4,47.051795959472656,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-02_task-narratives_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0114,01,alignvideo,3,61.535858154296875,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0114/sub-0114_ses-01_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0106,02,narratives,4,54.63060760498047,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0106/sub-0106_ses-02_task-narratives_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
