sub,ses,task,run,median_value,filename
0083,01,alignvideo,1,36.38566970825195,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0083/sub-0083_ses-01_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0083,04,fractional,2,69.78462219238281,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0083/sub-0083_ses-04_task-fractional_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0083,04,fractional,1,57.39706802368164,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0083/sub-0083_ses-04_task-fractional_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0083,02,alignvideo,1,60.40998077392578,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0083/sub-0083_ses-02_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0083,02,faces,1,67.98609924316406,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0083/sub-0083_ses-02_task-faces_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0083,02,faces,2,59.304019927978516,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0083/sub-0083_ses-02_task-faces_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,02,narratives,2,58.949974060058594,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-02_task-narratives_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,03,shortvideo,1,49.43651580810547,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-03_task-shortvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,02,narratives,4,55.95134735107422,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-02_task-narratives_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,03,alignvideo,3,51.012062072753906,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-03_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,04,alignvideo,2,59.454864501953125,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-04_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,01,alignvideo,3,50.53601837158203,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-01_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,02,narratives,3,46.659175872802734,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-02_task-narratives_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,04,alignvideo,1,51.36927795410156,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-04_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,01,alignvideo,2,51.88397216796875,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-01_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,01,alignvideo,1,42.14664840698242,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-01_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,03,alignvideo,2,57.989112854003906,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-03_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,02,alignvideo,1,46.222869873046875,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-02_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,03,alignvideo,1,45.23099136352539,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-03_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,02,faces,1,59.254173278808594,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-02_task-faces_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,02,alignvideo,4,45.264034271240234,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-02_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,02,alignvideo,2,55.367515563964844,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-02_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,02,faces,2,58.52806854248047,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-02_task-faces_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,04,fractional,1,51.10294723510742,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-04_task-fractional_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,02,alignvideo,3,49.17672348022461,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-02_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,01,alignvideo,4,48.92234420776367,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-01_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,02,faces,3,62.42181396484375,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-02_task-faces_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,02,narratives,1,65.06009674072266,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-02_task-narratives_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0011,04,fractional,2,49.442970275878906,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0011/sub-0011_ses-04_task-fractional_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,03,social,5,41.76380157470703,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-03_task-social_acq-mb8_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,02,narratives,3,41.717655181884766,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-02_task-narratives_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,04,alignvideo,2,47.818660736083984,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-04_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,03,social,6,38.83518981933594,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-03_task-social_acq-mb8_run-6_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,02,alignvideo,3,46.099891662597656,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-02_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,02,faces,2,31.061996459960938,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-02_task-faces_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,03,alignvideo,1,40.247493743896484,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-03_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,01,social,4,42.40911865234375,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-01_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,04,social,1,33.66228485107422,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-04_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,02,faces,1,44.425941467285156,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-02_task-faces_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,01,alignvideo,4,40.620906829833984,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-01_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,04,fractional,2,41.470008850097656,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-04_task-fractional_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,02,alignvideo,2,49.470184326171875,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-02_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,04,social,6,36.14033126831055,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-04_task-social_acq-mb8_run-6_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,04,social,5,43.05508804321289,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-04_task-social_acq-mb8_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,04,fractional,1,42.6859016418457,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-04_task-fractional_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,01,social,5,42.57761764526367,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-01_task-social_acq-mb8_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,03,shortvideo,1,43.71955108642578,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-03_task-shortvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,03,social,3,47.165931701660156,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-03_task-social_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,01,alignvideo,3,40.7470817565918,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-01_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,04,social,4,45.764488220214844,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-04_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,03,social,4,47.69186782836914,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-03_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,02,narratives,4,33.549015045166016,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-02_task-narratives_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,02,narratives,1,44.20414352416992,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-02_task-narratives_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,01,social,1,51.197513580322266,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-01_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,01,alignvideo,2,43.62485122680664,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-01_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,02,alignvideo,1,49.21331024169922,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-02_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,03,social,2,52.95989990234375,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-03_task-social_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,02,faces,3,37.936458587646484,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-02_task-faces_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,01,alignvideo,1,46.78532409667969,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-01_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,03,alignvideo,2,41.46025466918945,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-03_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,01,social,6,39.08818054199219,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-01_task-social_acq-mb8_run-6_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,03,social,1,45.709842681884766,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-03_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,04,social,3,42.01129913330078,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-04_task-social_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,02,narratives,2,41.02833557128906,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-02_task-narratives_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,02,alignvideo,4,43.63479995727539,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-02_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,03,alignvideo,3,37.68923568725586,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-03_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,01,social,3,48.199790954589844,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-01_task-social_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,04,alignvideo,1,44.93345260620117,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-04_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,04,social,2,38.18578338623047,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-04_task-social_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0052,01,social,2,45.08224868774414,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0052/sub-0052_ses-01_task-social_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0085,02,alignvideo,4,37.08765411376953,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0085/sub-0085_ses-02_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0085,02,narratives,1,48.48373794555664,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0085/sub-0085_ses-02_task-narratives_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0085,02,faces,3,39.41856384277344,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0085/sub-0085_ses-02_task-faces_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0085,02,narratives,4,41.49047088623047,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0085/sub-0085_ses-02_task-narratives_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0085,02,narratives,3,45.563446044921875,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0085/sub-0085_ses-02_task-narratives_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0085,01,alignvideo,2,38.519287109375,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0085/sub-0085_ses-01_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0085,02,alignvideo,1,39.29307174682617,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0085/sub-0085_ses-02_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0085,01,social,6,43.08367919921875,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0085/sub-0085_ses-01_task-social_acq-mb8_run-6_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0085,01,social,2,53.24866485595703,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0085/sub-0085_ses-01_task-social_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0085,02,alignvideo,2,39.83324432373047,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0085/sub-0085_ses-02_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0085,01,social,5,46.211936950683594,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0085/sub-0085_ses-01_task-social_acq-mb8_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0085,01,social,4,41.33952713012695,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0085/sub-0085_ses-01_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0085,02,narratives,2,49.85369873046875,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0085/sub-0085_ses-02_task-narratives_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0085,01,alignvideo,3,40.474327087402344,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0085/sub-0085_ses-01_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0085,01,social,1,48.42478942871094,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0085/sub-0085_ses-01_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0085,01,alignvideo,1,42.4051399230957,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0085/sub-0085_ses-01_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0085,02,faces,2,39.262001037597656,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0085/sub-0085_ses-02_task-faces_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0085,02,alignvideo,3,40.662681579589844,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0085/sub-0085_ses-02_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0085,02,faces,1,38.74863052368164,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0085/sub-0085_ses-02_task-faces_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0085,01,social,3,49.064483642578125,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0085/sub-0085_ses-01_task-social_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,04,social,3,54.308692932128906,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-04_task-social_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,03,alignvideo,3,48.82502365112305,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-03_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,01,social,4,34.09284973144531,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-01_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,01,alignvideo,1,49.252262115478516,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-01_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,02,alignvideo,2,49.47976303100586,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-02_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,03,social,4,49.69602966308594,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-03_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,02,narratives,3,49.07182312011719,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-02_task-narratives_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,01,alignvideo,4,43.5120964050293,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-01_task-alignvideo_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,01,social,1,56.9168701171875,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-01_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,02,narratives,4,46.00376892089844,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-02_task-narratives_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,01,social,2,49.99022674560547,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-01_task-social_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,04,social,2,43.5638542175293,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-04_task-social_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,03,social,6,46.57312774658203,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-03_task-social_acq-mb8_run-6_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,03,social,2,41.61933517456055,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-03_task-social_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,01,alignvideo,2,43.6286735534668,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-01_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,02,alignvideo,3,47.294979095458984,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-02_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,04,social,1,53.60478210449219,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-04_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,04,social,4,38.01447296142578,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-04_task-social_acq-mb8_run-4_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,02,narratives,2,51.722869873046875,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-02_task-narratives_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,04,fractional,2,53.810752868652344,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-04_task-fractional_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,01,social,5,46.78629684448242,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-01_task-social_acq-mb8_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,03,social,3,42.61845016479492,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-03_task-social_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,02,faces,1,39.22160339355469,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-02_task-faces_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,03,alignvideo,2,38.53424835205078,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-03_task-alignvideo_acq-mb8_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,03,social,5,35.40104675292969,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-03_task-social_acq-mb8_run-5_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,02,alignvideo,1,54.164859771728516,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-02_task-alignvideo_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,02,narratives,1,47.0954475402832,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-02_task-narratives_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,04,fractional,1,46.473060607910156,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-04_task-fractional_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,02,faces,3,43.21330642700195,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-02_task-faces_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,03,social,1,31.95903205871582,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-03_task-social_acq-mb8_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
0074,01,alignvideo,3,45.63648986816406,/dartfs-hpc/scratch/f0042x1/tsnr/sub-0074/sub-0074_ses-01_task-alignvideo_acq-mb8_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold_tsnr.nii.gz
