sub,task,fd_mean
5673831,faces,0.246291
5673850,rest,0.101246
5673850,faces,0.120156
5673898,rest,0.107767
5673898,faces,NA
5674150,rest,NA
5674150,faces,NA
5674198,rest,0.103704
5674198,faces,0.121394
5674200,rest,0.0847159
5674200,faces,0.109742
5674225,rest,0.0743531
5674225,faces,0.135357
5674320,rest,0.146829
5674320,faces,0.155384
5674453,rest,0.0570703
5674453,faces,NA
5674462,rest,0.0813396
5674462,faces,0.0995622
5674691,rest,0.0940209
5674691,faces,0.0904419
5674710,rest,0.135154
5674710,faces,0.138223
5674735,rest,0.136479
5674735,faces,0.134512
5674772,rest,0.169267
5674772,faces,0.178841
5674811,rest,0.126775
5674811,faces,0.115778
5674867,rest,0.148477
5674867,faces,0.216021
5674915,rest,0.0914706
5674915,faces,0.104091
5674959,rest,0.0439755
5674959,faces,0.065974
5675137,rest,0.103518
5675137,faces,0.0990276
5675321,rest,0.126993
5675321,faces,0.118908
5675508,rest,NA
5675508,faces,NA
5675632,rest,0.0647659
5675632,faces,0.082267
5675736,rest,0.131066
5675736,faces,0.130126
5675774,rest,NA
5675774,faces,NA
5675824,rest,0.102523
5675824,faces,0.0849378
5675852,rest,0.0722939
5675852,faces,NA
5675998,rest,0.220726
5675998,faces,0.126575
5676003,rest,0.208186
5676003,faces,NA
5676022,rest,0.184091
5676022,faces,0.203908
5676362,rest,0.0735916
5676362,faces,0.0719065
5676450,rest,0.0429238
5676450,faces,0.0863402
5676619,rest,0.0995618
5676619,faces,NA
5676724,rest,0.0834431
5676724,faces,0.141868
5676746,rest,0.122653
5676746,faces,0.117902
5676881,rest,0.249499
5676881,faces,0.209973
5676966,rest,0.110275
5676966,faces,0.157376
5676984,rest,0.0966433
5676984,faces,0.113899
5677014,rest,0.0649303
5677014,faces,0.109959
5677109,rest,0.111399
5677109,faces,NA
5677202,rest,0.158609
5677202,faces,0.171353
5677296,rest,0.139975
5677296,faces,0.217915
5677345,rest,0.161284
5677345,faces,0.19083
5677390,rest,0.111561
5677390,faces,0.122725
5677583,rest,0.0623823
5677583,faces,0.106827
5677616,rest,0.115269
5677616,faces,0.180893
5677770,rest,0.0980786
5677770,faces,0.104542
5677794,rest,NA
5677794,faces,NA
5678186,rest,0.0908034
5678186,faces,0.133297
5678203,rest,0.119951
5678203,faces,0.161393
5678258,rest,0.0934675
5678258,faces,0.104356
5678274,rest,0.0682136
5678274,faces,0.076421
5678289,rest,0.0924297
5678289,faces,0.103646
5678492,rest,NA
5678492,faces,0.0675198
5678725,rest,0.0437797
5678725,faces,NA
5678732,rest,0.0767138
5678732,faces,0.0872343
5678776,rest,0.141377
5678776,faces,0.207867
5678781,rest,0.0913681
5678781,faces,0.119796
5679020,rest,0.036345
5679020,faces,0.132324
5679079,rest,0.115712
5679079,faces,0.118035
5679360,rest,0.0817969
5679360,faces,0.167382
5679417,rest,0.0978348
5679417,faces,0.123116
5679569,rest,0.0921501
5679569,faces,0.15334
5679597,rest,0.101504
5679597,faces,0.115447
5679922,rest,0.0912743
5679922,faces,0.105685
5679945,rest,0.0774957
5679945,faces,0.0957976
5679967,rest,0.158023
5679967,faces,0.222619
5679989,rest,0.101183
5679989,faces,0.144284
5680068,rest,0.25383
5680068,faces,0.335199
5680214,rest,0.0739726
5680214,faces,0.0874285
5680239,rest,0.198881
5680239,faces,0.136909
5680262,rest,0.199728
5680262,faces,0.289253
5680310,rest,0.0974019
5680310,faces,0.136834
5680432,rest,0.162771
5680432,faces,0.119042
5680519,rest,NA
5680519,faces,NA
5680593,rest,0.180002
5680593,faces,0.244605
5680946,rest,0.0984874
5680946,faces,0.100509
5680980,rest,0.086283
5680980,faces,0.123235
5680991,rest,0.238621
5680991,faces,0.189823
5681110,rest,0.106161
5681110,faces,0.115509
5681135,rest,0.11974
5681135,faces,0.104432
5681355,rest,0.187088
5681355,faces,0.210861
5681480,rest,NA
5681480,faces,NA
5681548,rest,0.104592
5681548,faces,0.195804
5681731,rest,0.098838
5681731,faces,0.10801
5681765,rest,NA
5681765,faces,NA
5681798,rest,0.1454
5681798,faces,0.245619
5681823,rest,0.0686334
5681823,faces,0.0934907
5681888,rest,0.0898105
5681888,faces,0.13113
5681922,rest,0.139126
5681922,faces,NA
5682010,rest,0.146168
5682010,faces,0.166395
5682044,rest,0.07004
5682044,faces,0.082494
5682072,rest,0.0952954
5682072,faces,0.105299
5682137,rest,0.114409
5682137,faces,0.197235
5682219,rest,0.0702559
5682219,faces,0.0954111
5682402,rest,0.118554
5682402,faces,0.244831
5682496,rest,0.0662018
5682496,faces,0.0834574
5682613,rest,0.166633
5682613,faces,0.196055
5682648,rest,0.14121
5682648,faces,NA
5682669,rest,0.0804258
5682669,faces,0.106753
5682736,rest,0.2031
5682736,faces,0.18583
5682774,rest,0.192896
5682774,faces,0.186241
5682863,rest,NA
5682863,faces,NA
5682931,rest,0.334636
5682931,faces,0.300648
5683154,rest,0.0938212
5683154,faces,0.135128
5683273,rest,0.0900812
5683273,faces,0.105876
5683545,rest,0.083333
5683545,faces,0.161785
5683821,rest,0.115159
5683821,faces,NA
5683833,rest,0.102581
5683833,faces,0.103115
5684011,rest,0.144601
5684011,faces,0.148294
5684058,rest,0.106635
5684058,faces,0.127056
5684149,rest,0.0867682
5684149,faces,0.0941198
5684340,rest,NA
5684340,faces,NA
5684353,rest,0.173002
5684353,faces,0.367539
5684660,rest,0.207166
5684660,faces,0.219857
5684951,rest,0.0864446
5684951,faces,0.170246
5685017,rest,0.132237
5685017,faces,0.262147
5685140,rest,0.104811
5685140,faces,0.138815
5685222,rest,0.0951109
5685222,faces,0.154592
5685289,rest,0.279138
5685289,faces,0.221088
5685359,rest,0.169807
5685359,faces,0.150033
5685377,rest,0.137165
5685377,faces,NA
5685466,rest,NA
5685466,faces,NA
5685547,rest,NA
5685547,faces,NA
5685878,rest,0.12093
5685878,faces,NA
5685912,rest,0.161746
5685912,faces,0.162625
5685985,rest,0.239011
5685985,faces,0.285831
5686048,rest,0.185273
5686048,faces,0.165984
5686076,rest,0.14777
5686076,faces,0.156486
5686412,rest,0.0979387
5686412,faces,0.116229
5686433,rest,0.0895774
5686433,faces,0.0996783
5686470,rest,0.121353
5686470,faces,0.131311
5686505,rest,0.0932375
5686505,faces,0.0976066
5686807,rest,0.074212
5686807,faces,0.0817554
5686861,rest,0.107775
5686861,faces,0.173294
5686962,rest,0.0629564
5686962,faces,0.0732429
5687065,rest,0.0606631
5687065,faces,0.0769241
5687279,rest,0.13784
5687279,faces,0.133906
5687422,rest,0.0579514
5687422,faces,0.0713985
5687490,rest,0.139371
5687490,faces,0.171495
5687612,rest,0.0946496
5687612,faces,0.121672
5687649,rest,0.0986897
5687649,faces,0.0880963
5687764,rest,0.0863479
5687764,faces,NA
5687840,rest,0.0564809
5687840,faces,0.0718975
5687944,rest,0.176486
5687944,faces,0.155808
5688019,rest,0.0835278
5688019,faces,0.0963504
5688026,rest,0.114208
5688026,faces,0.151553
5688093,rest,0.344602
5688093,faces,0.378244
5688320,rest,0.153121
5688320,faces,0.137077
5688408,rest,0.0672718
5688408,faces,0.078496
5688617,rest,0.116401
5688617,faces,0.214609
5688675,rest,0.0543406
5688675,faces,0.0645121
5688845,rest,0.238979
5688845,faces,0.345662
5688858,rest,0.18185
5688858,faces,0.23468
5688923,rest,0.150905
5688923,faces,0.185209
5689071,rest,0.0935021
5689071,faces,0.0991171
5689223,rest,0.142563
5689223,faces,NA
5689230,rest,0.21286
5689230,faces,0.183844
5689259,rest,0.100171
5689259,faces,0.121597
5689367,rest,0.13901
5689367,faces,NA
5689535,rest,0.148207
5689535,faces,0.184226
5689604,rest,NA
5689604,faces,NA
5689706,rest,0.108738
5689706,faces,0.118012
5689843,rest,0.132382
5689843,faces,0.144135
5689879,rest,0.078271
5689879,faces,NA
5689969,rest,NA
5689969,faces,NA
5690169,rest,0.0949749
5690169,faces,0.102606
5690273,rest,0.121971
5690273,faces,0.113319
5690380,rest,0.0931241
5690380,faces,0.13673
5690522,rest,NA
5690522,faces,NA
5690574,rest,0.0985877
5690574,faces,0.109391
5690605,rest,0.125741
5690605,faces,0.100288
5690666,rest,0.117219
5690666,faces,NA
5690708,rest,NA
5690708,faces,NA
5690714,rest,0.0774236
5690714,faces,0.114808
5690786,rest,0.108239
5690786,faces,0.115122
5690857,rest,0.112446
5690857,faces,0.148308
5690919,rest,0.158367
5690919,faces,0.166811
5690978,rest,0.106251
5690978,faces,0.12206
5691117,rest,0.0821221
5691117,faces,0.126976
5691223,rest,0.208779
5691223,faces,NA
5691322,rest,0.0807622
5691322,faces,0.15898
5691345,rest,NA
5691345,faces,NA
5691367,rest,0.127904
5691367,faces,0.149176
5691544,rest,NA
5691544,faces,NA
5691556,rest,NA
5691556,faces,NA
5691682,rest,NA
5691682,faces,NA
5691768,rest,0.109835
5691768,faces,0.233426
5691794,rest,0.150105
5691794,faces,0.207981
5692024,rest,0.0992581
5692024,faces,0.0977083
5692080,rest,0.101144
5692080,faces,0.142934
5692186,rest,0.141371
5692186,faces,0.140835
5692245,rest,NA
5692245,faces,NA
5692315,rest,0.0930982
5692315,faces,0.0814087
5692364,rest,0.20396
5692364,faces,0.13703
5692492,rest,NA
5692492,faces,NA
5692531,rest,NA
5692531,faces,NA
5692582,rest,0.286194
5692582,faces,NA
5693043,rest,0.137185
5693043,faces,0.204163
5693051,rest,0.136137
5693051,faces,0.144151
5693206,rest,0.245615
5693206,faces,0.194597
5693417,rest,0.234602
5693417,faces,0.162286
5693802,rest,0.10042
5693802,faces,0.128448
5694081,rest,0.151193
5694081,faces,0.187155
5694177,rest,0.0745906
5694177,faces,0.0863225
5694196,rest,0.0842339
5694196,faces,0.146616
5694457,rest,0.0936826
5694457,faces,0.0939599
5694494,rest,0.18092
5694494,faces,0.169866
5694760,rest,0.178219
5694760,faces,0.193461
5694861,rest,0.210307
5694861,faces,NA
5694927,rest,0.112166
5694927,faces,0.138166
5694953,rest,NA
5694953,faces,NA
5695131,rest,0.112878
5695131,faces,0.108236
5695343,rest,0.0752633
5695343,faces,0.101482
5695675,rest,0.202478
5695675,faces,0.223562
5695761,rest,0.119717
5695761,faces,0.158252
5695783,rest,0.0901906
5695783,faces,0.118721
5696044,rest,0.171316
5696044,faces,0.209962
5696083,rest,0.0942319
5696083,faces,0.109137
5696120,rest,0.0725039
5696120,faces,0.0867161
5696226,rest,0.106563
5696226,faces,0.230582
5696255,rest,0.0598022
5696255,faces,0.0627502
5696368,rest,0.0917958
5696368,faces,0.110022
5696385,rest,0.0877473
5696385,faces,0.109632
5696459,rest,0.146021
5696459,faces,0.195533
5696613,rest,0.152013
5696613,faces,NA
5696648,rest,0.130107
5696648,faces,0.177548
5696824,rest,NA
5696824,faces,NA
5696931,rest,0.0862947
5696931,faces,0.145946
5697122,rest,0.172178
5697122,faces,0.176992
5697208,rest,0.0793765
5697208,faces,0.0748469
5697399,rest,0.156296
5697399,faces,0.186862
5697425,rest,0.145504
5697425,faces,0.177964
5697641,rest,0.0675563
5697641,faces,0.0751109
5697664,rest,NA
5697664,faces,NA
5697677,rest,0.167592
5697677,faces,NA
5697831,rest,0.0920297
5697831,faces,0.116361
5697924,rest,0.0862526
5697924,faces,0.114815
5698003,rest,0.0978839
5698003,faces,0.0933178
5698308,rest,0.13743
5698308,faces,0.146216
5698339,rest,0.10833
5698339,faces,0.121648
5698502,rest,0.124314
5698502,faces,0.191685
5698642,rest,NA
5698642,faces,NA
5698876,rest,0.0488508
5698876,faces,0.0834675
5698920,rest,0.0528634
5698920,faces,NA
5698943,rest,0.130666
5698943,faces,NA
5699411,rest,0.221807
5699411,faces,0.218093
5699956,rest,0.132902
5699956,faces,0.183854
5700168,rest,NA
5700168,faces,NA
5700228,rest,0.135444
5700228,faces,0.126094
5700314,rest,0.162865
5700314,faces,0.233874
5700404,rest,0.122908
5700404,faces,0.117995
5700429,rest,0.2303
5700429,faces,0.233372
5700447,rest,0.0871743
5700447,faces,0.0980766
5700465,rest,0.0901357
5700465,faces,0.136552
5700800,rest,0.06123
5700800,faces,0.060394
5700869,rest,0.0891832
5700869,faces,0.110682
5700881,rest,0.251339
5700881,faces,0.302492
5700897,rest,0.138204
5700897,faces,0.151782
5700905,rest,0.0877175
5700905,faces,NA
5700918,rest,0.104133
5700918,faces,0.143541
5700966,rest,0.0947012
5700966,faces,0.124849
5701258,rest,0.0832019
5701258,faces,0.126921
5701451,rest,0.0830581
5701451,faces,0.120906
5701573,rest,0.108609
5701573,faces,0.146784
5701582,rest,0.140022
5701582,faces,0.149849
5701644,rest,NA
5701644,faces,NA
5701672,rest,0.136739
5701672,faces,0.152568
5701921,rest,0.0738926
5701921,faces,0.0610069
5701968,rest,0.115329
5701968,faces,0.129946
5702095,rest,NA
5702095,faces,NA
5702146,rest,0.118998
5702146,faces,0.158405
5702259,rest,0.102415
5702259,faces,0.132728
5702288,rest,0.150291
5702288,faces,0.235335
5702374,rest,NA
5702374,faces,NA
5702389,rest,0.133379
5702389,faces,0.121586
5702426,rest,0.101142
5702426,faces,0.180459
5702535,rest,0.0603254
5702535,faces,0.0791838
5702794,rest,0.0924263
5702794,faces,NA
5702818,rest,0.107073
5702818,faces,0.117634
5702976,rest,0.0697939
5702976,faces,NA
5702981,rest,0.0633956
5702981,faces,0.108989
5703116,rest,0.104331
5703116,faces,0.0996265
5703471,rest,0.130134
5703471,faces,NA
5703495,rest,NA
5703495,faces,NA
5703521,rest,0.145092
5703521,faces,0.16553
5703594,rest,0.13967
5703594,faces,0.177079
5703889,rest,NA
5703889,faces,NA
5703930,rest,NA
5703930,faces,NA
5704070,rest,0.0439041
5704070,faces,0.109513
5704145,rest,0.155849
5704145,faces,0.181324
5704208,rest,0.183457
5704208,faces,0.274267
5704784,rest,0.0916205
5704784,faces,0.0848204
5704792,rest,0.060339
5704792,faces,0.075274
5705135,rest,0.0893857
5705135,faces,0.148718
5705257,rest,0.0608035
5705257,faces,0.067639
5705334,rest,0.131287
5705334,faces,0.109558
5705393,rest,NA
5705393,faces,NA
5705409,rest,0.178205
5705409,faces,0.179307
5705525,rest,0.0731626
5705525,faces,0.0760097
5705576,rest,0.0751562
5705576,faces,NA
5705798,rest,0.0654401
5705798,faces,0.100658
5705830,rest,NA
5705830,faces,NA
5706047,rest,0.0681544
5706047,faces,0.123493
5706178,rest,0.162966
5706178,faces,0.193939
5706187,rest,0.0462687
5706187,faces,0.0771716
5706205,rest,0.131677
5706205,faces,0.145785
5706332,rest,0.0678962
5706332,faces,0.0946071
5706546,rest,0.0761471
5706546,faces,0.0701887
5706575,rest,0.216687
5706575,faces,0.209145
5706621,rest,0.130457
5706621,faces,0.110964
5706956,rest,0.341113
5706956,faces,NA
5706961,rest,0.0937653
5706961,faces,0.200165
5707209,rest,0.0919233
5707209,faces,0.124669
5707347,rest,0.177107
5707347,faces,NA
5707350,rest,0.0852228
5707350,faces,0.131924
5707365,rest,0.0853511
5707365,faces,0.0994513
5707494,rest,0.0732571
5707494,faces,0.102023
5707636,rest,0.129958
5707636,faces,0.157848
5707726,rest,0.498217
5707726,faces,0.350616
5707760,rest,0.0476104
5707760,faces,0.0493777
5707861,rest,0.0602391
5707861,faces,NA
5707939,rest,0.0678519
5707939,faces,0.116968
5707953,rest,0.0811268
5707953,faces,NA
5708064,rest,0.210376
5708064,faces,0.330448
5708317,rest,0.133133
5708317,faces,0.138735
5708324,rest,0.110641
5708324,faces,0.0883457
5708499,rest,0.0668594
5708499,faces,0.166768
5708771,rest,0.257598
5708771,faces,NA
5708857,rest,0.0622862
5708857,faces,NA
5708870,rest,0.163137
5708870,faces,0.178661
5709118,rest,0.243819
5709118,faces,0.153353
5709143,rest,0.0849354
5709143,faces,0.107194
5709166,rest,0.0795192
5709166,faces,0.0946291
5709226,rest,NA
5709226,faces,NA
5709260,rest,0.0572731
5709260,faces,0.0653572
5709441,rest,0.0789126
5709441,faces,0.089456
5709477,rest,0.120262
5709477,faces,0.133191
5709488,rest,0.110468
5709488,faces,0.159742
5709527,rest,0.139846
5709527,faces,0.147076
5709553,rest,0.111133
5709553,faces,0.116031
5709648,rest,0.0675677
5709648,faces,0.0914638
5709767,rest,0.1231
5709767,faces,0.149795
5709846,rest,0.0989137
5709846,faces,0.153803
5709875,rest,0.0814153
5709875,faces,0.10602
5710032,rest,0.0608586
5710032,faces,0.0861325
5710076,rest,0.168457
5710076,faces,0.14356
5710164,rest,0.112993
5710164,faces,0.217363
5710217,rest,0.0801577
5710217,faces,0.0859585
5710280,rest,0.0929808
5710280,faces,0.0782979
5710636,rest,0.0662144
5710636,faces,0.0981659
5710658,rest,0.209703
5710658,faces,0.204452
5710701,rest,NA
5710701,faces,NA
5710726,rest,0.113371
5710726,faces,0.140616
5710807,rest,0.195591
5710807,faces,0.194185
5710810,rest,NA
5710810,faces,NA
5710872,rest,NA
5710872,faces,NA
5710953,rest,NA
5710953,faces,NA
5711087,rest,0.0964327
5711087,faces,NA
5711165,rest,NA
5711165,faces,NA
5711173,rest,0.0901549
5711173,faces,0.0920866
5711225,rest,0.0651778
5711225,faces,0.0930425
5711232,rest,NA
5711232,faces,NA
5711254,rest,NA
5711254,faces,NA
5711297,rest,0.325325
5711297,faces,0.184171
5711305,rest,0.102358
5711305,faces,0.0975817
5711594,rest,0.0618159
5711594,faces,0.0846063
5711609,rest,NA
5711609,faces,NA
5711959,rest,0.0625589
5711959,faces,0.0854078
5712016,rest,0.118324
5712016,faces,0.123675
5712073,rest,0.0817214
5712073,faces,0.0977832
5712142,rest,0.126738
5712142,faces,0.122834
5712155,rest,0.0901795
5712155,faces,0.123187
5712187,rest,NA
5712187,faces,NA
5712237,rest,0.183022
5712237,faces,0.167109
5712354,rest,0.167714
5712354,faces,0.204672
5712376,rest,NA
5712376,faces,NA
5712445,rest,NA
5712445,faces,NA
5712489,rest,0.153904
5712489,faces,NA
5712621,rest,0.139433
5712621,faces,NA
5712741,rest,0.0666323
5712741,faces,0.0877909
5712839,rest,0.080887
5712839,faces,0.0794115
5712944,rest,0.105645
5712944,faces,0.118881
5713011,rest,NA
5713011,faces,NA
5713465,rest,0.171448
5713465,faces,NA
5713530,rest,0.13132
5713530,faces,0.179711
5713634,rest,0.115153
5713634,faces,0.178883
5713780,rest,0.0898594
5713780,faces,0.114098
5713897,rest,0.0699282
5713897,faces,0.0991535
5713992,rest,0.0723401
5713992,faces,0.0832006
5714015,rest,0.233113
5714015,faces,0.189575
5714088,rest,0.147013
5714088,faces,0.144577
5714113,rest,0.19794900000000001
5714113,faces,0.201764
5714132,rest,0.100442
5714132,faces,0.133114
5714204,rest,0.17029
5714204,faces,0.147544
5714231,rest,0.109685
5714231,faces,0.160056
5714499,rest,NA
5714499,faces,NA
5714536,rest,0.114756
5714536,faces,0.153845
5714651,rest,0.106158
5714651,faces,0.146456
5714821,rest,0.153128
5714821,faces,0.153996
5715109,rest,0.192631
5715109,faces,0.512968
5715138,rest,0.198378
5715138,faces,0.251307
5715322,rest,0.109925
5715322,faces,0.136531
5715401,rest,0.144367
5715401,faces,0.232372
5715561,rest,0.0810011
5715561,faces,0.0879051
5715721,rest,0.119855
5715721,faces,0.121822
5715820,rest,0.137787
5715820,faces,0.15335
5715892,rest,0.179442
5715892,faces,0.191374
5716454,rest,0.104312
5716454,faces,0.141008
5716526,rest,0.187398
5716526,faces,0.179099
5716615,rest,0.100468
5716615,faces,0.0916948
5716623,rest,0.244403
5716623,faces,0.242208
5716641,rest,0.139659
5716641,faces,0.140173
5716865,rest,0.094786
5716865,faces,0.118198
5716924,rest,NA
5716924,faces,NA
5717061,rest,0.094411900000000007
5717061,faces,0.134717
5717226,rest,0.0696214
5717226,faces,0.0826588
5717287,rest,0.11356
5717287,faces,0.1223
5717441,rest,0.107429
5717441,faces,0.196877
5717789,rest,0.153384
5717789,faces,0.139888
5717904,rest,0.100032
5717904,faces,0.098302
5718066,rest,0.256803
5718066,faces,NA
5718257,rest,0.130921
5718257,faces,0.260752
5718270,rest,0.195237
5718270,faces,0.207002
5718554,rest,0.0672926
5718554,faces,0.132124
5718581,rest,0.113838
5718581,faces,0.142477
5718716,rest,0.0752805
5718716,faces,0.103453
5718989,rest,NA
5718989,faces,NA
5719046,rest,0.17417
5719046,faces,0.176309
5719127,rest,0.152738
5719127,faces,0.173102
5719451,rest,0.296572
5719451,faces,0.233374
5719516,rest,0.0949267
5719516,faces,0.0924052
5719598,rest,0.0714225
5719598,faces,0.0591057
5719644,rest,0.106955
5719644,faces,0.167369
5719700,rest,0.172356
5719700,faces,0.288612
5719732,rest,NA
5719732,faces,NA
5720064,rest,0.0728969
5720064,faces,0.0873367
5720428,rest,0.059865
5720428,faces,0.0968115
5720567,rest,0.111469
5720567,faces,0.114027
5720739,rest,0.0682083
5720739,faces,NA
5720771,rest,0.121507
5720771,faces,0.12397
5721124,rest,0.120361
5721124,faces,0.217748
5721191,rest,0.105949
5721191,faces,0.216092
5721336,rest,0.154519
5721336,faces,NA
5721374,rest,0.180266
5721374,faces,0.169795
5721561,rest,0.114576
5721561,faces,0.100928
5721673,rest,0.118896
5721673,faces,0.151312
5721733,rest,NA
5721733,faces,NA
5721749,rest,0.089453
5721749,faces,0.123149
5721794,rest,NA
5721794,faces,NA
5721932,rest,0.0758657
5721932,faces,0.089356
5722052,rest,0.221386
5722052,faces,0.131804
5722080,rest,0.147017
5722080,faces,0.144301
5722258,rest,0.13126
5722258,faces,0.170458
5722323,rest,0.066508
5722323,faces,NA
5722573,rest,0.0685535
5722573,faces,0.140615
5722725,rest,NA
5722725,faces,NA
5722819,rest,0.078614
5722819,faces,0.0767111
5722878,rest,0.111338
5722878,faces,0.159808
5722887,rest,0.11721
5722887,faces,0.153881
5722906,rest,0.115038
5722906,faces,0.156613
5723110,rest,NA
5723110,faces,NA
5723161,rest,0.297075
5723161,faces,NA
5723301,rest,0.102907
5723301,faces,0.130671
5723417,rest,0.0633831
5723417,faces,0.0681985
5723480,rest,0.0735811
5723480,faces,0.0809991
5723513,rest,0.159708
5723513,faces,0.135062
5723639,rest,0.0457366
5723639,faces,0.0713326
5723695,rest,0.195026
5723695,faces,0.268751
5723815,rest,0.0869658
5723815,faces,0.089471
5723911,rest,0.0906642
5723911,faces,0.12657
5723936,rest,NA
5723936,faces,NA
5723967,rest,0.0780902
5723967,faces,0.120586
5724048,rest,0.0880291
5724048,faces,0.0929552
5724054,rest,NA
5724054,faces,NA
5724188,rest,0.152551
5724188,faces,0.140223
5724485,rest,0.164519
5724485,faces,0.167395
5724592,rest,0.0695792
5724592,faces,0.0760638
5724645,rest,0.0633289
5724645,faces,0.0862297
5724658,rest,0.0528873
5724658,faces,0.106776
5724742,rest,0.252751
5724742,faces,NA
5724861,rest,0.11697
5724861,faces,0.109726
5724927,rest,0.0490108
5724927,faces,0.0552567
5724962,rest,0.0939506
5724962,faces,0.0998077
5725104,rest,0.0851793
5725104,faces,0.113213
5725225,rest,0.122166
5725225,faces,0.135476
5725254,rest,0.0848928
5725254,faces,0.117565
5725638,rest,0.0951782
5725638,faces,0.108156
5725822,rest,0.0672668
5725822,faces,NA
5726143,rest,0.084395800000000007
5726143,faces,NA
5726192,rest,0.0953119
5726192,faces,0.106368
5726226,rest,0.107484
5726226,faces,0.0974259
5726234,rest,0.141149
5726234,faces,0.151151
5726349,rest,0.18677
5726349,faces,0.240725
5726539,rest,0.0834378
5726539,faces,0.0574457
5726540,rest,0.110186
5726540,faces,NA
5726562,rest,0.0685073
5726562,faces,0.0600238
5726571,rest,0.166369
5726571,faces,0.270682
5726586,rest,0.1051
5726586,faces,0.105229
5726625,rest,0.122321
5726625,faces,NA
5726703,rest,0.0657021
5726703,faces,0.0813807
5726711,rest,0.128114
5726711,faces,NA
5726965,rest,0.117326
5726965,faces,NA
5727006,rest,0.0442742
5727006,faces,0.052004
5727122,rest,0.0895985
5727122,faces,0.108213
5727286,rest,0.093972
5727286,faces,0.0925008
5727335,rest,0.0984336
5727335,faces,0.11139
5727356,rest,NA
5727356,faces,NA
5727623,rest,0.098331
5727623,faces,0.139161
5727688,rest,0.0608405
5727688,faces,0.0594398
5727792,rest,0.141231
5727792,faces,0.147205
5728003,rest,0.0684391
5728003,faces,0.118652
5728022,rest,0.123249
5728022,faces,0.196262
5728067,rest,0.104706
5728067,faces,0.134641
5728149,rest,0.0662774
5728149,faces,0.112444
5728308,rest,0.0896295
5728308,faces,NA
5728473,rest,0.101878
5728473,faces,NA
5728634,rest,0.0972948
5728634,faces,NA
5728678,rest,NA
5728678,faces,NA
5728738,rest,0.0962995
5728738,faces,0.0953606
5728825,rest,0.199874
5728825,faces,0.145025
5729119,rest,0.105097
5729119,faces,0.15858
5729313,rest,0.123841
5729313,faces,0.177169
5729563,rest,NA
5729563,faces,NA
5729715,rest,0.0548703
5729715,faces,NA
5729759,rest,0.0625735
5729759,faces,NA
5729895,rest,NA
5729895,faces,NA
5729907,rest,0.11452
5729907,faces,NA
5729910,rest,0.138453
5729910,faces,0.120117
5729983,rest,0.0903264
5729983,faces,0.115969
5730037,rest,0.144625
5730037,faces,0.138034
5730294,rest,0.108984
5730294,faces,0.132939
5730319,rest,0.0948267
5730319,faces,0.162956
5730326,rest,0.115822
5730326,faces,0.181689
5730387,rest,0.118091
5730387,faces,0.112246
5730409,rest,0.144733
5730409,faces,0.186568
5730569,rest,0.0705417
5730569,faces,NA
5730639,rest,0.31344
5730639,faces,0.142222
5730967,rest,0.0932533
5730967,faces,0.097906000000000007
5731050,rest,0.269677
5731050,faces,0.33152
5731178,rest,0.110322
5731178,faces,0.126525
5731237,rest,0.0527635
5731237,faces,0.0734913
5731284,rest,0.132298
5731284,faces,0.163632
5731325,rest,0.139255
5731325,faces,NA
5731354,rest,0.0896935
5731354,faces,0.13559
5731445,rest,0.116607
5731445,faces,NA
5731490,rest,0.217892
5731490,faces,0.395857
5731649,rest,0.0878312
5731649,faces,0.0849396
5731702,rest,0.383992
5731702,faces,NA
5731777,rest,0.110592
5731777,faces,0.108382
5731928,rest,0.0835796
5731928,faces,0.0934816
5732055,rest,0.264361
5732055,faces,NA
5732093,rest,0.0724217
5732093,faces,0.0751026
5732129,rest,0.222482
5732129,faces,0.2779
5732366,rest,0.062069
5732366,faces,0.0649308
5732384,rest,0.122111
5732384,faces,0.16220300000000001
5732414,rest,0.0767379
5732414,faces,0.0855078
5732453,rest,0.166521
5732453,faces,0.181446
5732570,rest,0.0739743
5732570,faces,0.094323
5732707,rest,0.260397
5732707,faces,0.28381
5733039,rest,0.160649
5733039,faces,0.153202
5733146,rest,NA
5733146,faces,NA
5733215,rest,0.0332789
5733215,faces,0.0401171
5733367,rest,0.0674808
5733367,faces,NA
5733390,rest,0.147229
5733390,faces,NA
5733426,rest,0.0740539
5733426,faces,0.0904562
5733478,rest,0.115512
5733478,faces,0.13379
5733493,rest,NA
5733493,faces,NA
5733572,rest,0.105455
5733572,faces,NA
5733673,rest,0.105694
5733673,faces,0.117602
5733892,rest,0.133133
5733892,faces,0.181096
5733976,rest,0.336456
5733976,faces,0.288781
5734118,rest,0.0831601
5734118,faces,0.0982819
5734260,rest,0.0928821
5734260,faces,0.136208
5734349,rest,0.234976
5734349,faces,0.204945
5734385,rest,0.256009
5734385,faces,0.247629
5734632,rest,0.11665
5734632,faces,0.164476
5734697,rest,0.0661861
5734697,faces,0.0734733
5734722,rest,0.105618
5734722,faces,0.136778
5734846,rest,0.0539736
5734846,faces,0.0642639
5734931,rest,0.072408
5734931,faces,0.07929
5734965,rest,0.0965642
5734965,faces,0.125335
5735022,rest,0.0682267
5735022,faces,0.115165
5735185,rest,0.0817723
5735185,faces,0.119852
5735207,rest,0.109615
5735207,faces,0.145774
5735308,rest,NA
5735308,faces,NA
5735353,rest,0.0502648
5735353,faces,NA
5735371,rest,NA
