"sub","ses","run","fd_mean","dvars_mean","globalsignal_mean","task","task_factor"
"sub-0133","ses-01","run-01",0.141886611001148,38.6755299047072,3788.63426100844,"social","social"
"sub-0133","ses-01","run-02",0.108501678159587,40.0010202640643,3759.77037232059,"social","social"
"sub-0133","ses-01","run-03",0.121858486859931,38.568309195178,3771.0671795478,"social","social"
"sub-0133","ses-01","run-04",0.14299784338806,37.6400738266361,3775.54793690835,"social","social"
"sub-0133","ses-01","run-05",0.116646563484443,38.5362029655568,3785.17591874154,"social","social"
"sub-0133","ses-01","run-06",0.133879502846154,38.6920769437428,3802.56417429216,"social","social"
"sub-0133","ses-03","run-01",0.163434024952928,38.091429586682,3169.39742366896,"social","social"
"sub-0133","ses-03","run-02",0.195530900883123,41.361485304248,3201.33826058686,"social","social"
"sub-0133","ses-03","run-03",0.163046238208955,39.9240386991963,3139.21794459032,"social","social"
"sub-0133","ses-03","run-04",0.135071219728749,42.5329745671642,3189.43688187871,"social","social"
"sub-0133","ses-03","run-05",0.150336322544202,43.4330042089552,3193.99308501882,"social","social"
"sub-0133","ses-03","run-06",0.168895863153846,40.7511174684271,3192.56221000916,"social","social"
"sub-0133","ses-04","run-01",0.214483172218263,42.7043162115813,3039.35516682433,"social","social"
"sub-0133","ses-04","run-02",0.173505762443169,42.1953158392652,3028.30219875829,"social","social"
"sub-0133","ses-04","run-03",0.231399159429391,42.6882119862227,3012.60494559742,"social","social"
"sub-0133","ses-04","run-04",0.181504784122618,44.2151074259472,3037.99263523853,"social","social"
"sub-0133","ses-04","run-05",0.189073897897819,44.3415907106774,3023.36164354021,"social","social"
"sub-0133","ses-04","run-06",0.163822145871412,41.9397452238806,3021.29475253165,"social","social"
"sub-0001","ses-04","run-01",0.126853079126324,35.213971876702,3217.14614213394,"fractional","fractional"
"sub-0001","ses-04","run-02",0.137762339436858,35.4344262717638,3236.08231310275,"fractional","fractional"
"sub-0002","ses-04","run-01",0.21501744441997,32.0324642912254,3142.10237278119,"fractional","fractional"
"sub-0002","ses-04","run-02",0.236378637510977,31.226598011355,3082.91592448959,"fractional","fractional"
"sub-0003","ses-04","run-01",0.0954558954311649,33.3746561452345,2974.2728841434,"fractional","fractional"
"sub-0003","ses-04","run-02",0.111736897161241,34.0285253883422,2964.82447169648,"fractional","fractional"
"sub-0004","ses-04","run-01",0.0955364560649773,36.5753595181543,3728.02724432479,"fractional","fractional"
"sub-0004","ses-04","run-02",0.0994123885071915,35.5076613626041,3735.01211500169,"fractional","fractional"
"sub-0005","ses-04","run-02",0.0818171860616199,32.6033168281605,3776.20347045861,"fractional","fractional"
"sub-0006","ses-04","run-01",0.0701714744615384,40.53584125,3227.47998791068,"fractional","fractional"
"sub-0006","ses-04","run-02",0.0994317378148148,37.3670233518519,3242.6234758658,"fractional","fractional"
"sub-0008","ses-04","run-01",0.0985781360113464,33.2270054258699,3566.36802260555,"fractional","fractional"
"sub-0008","ses-04","run-02",0.0800439413688569,34.5876179167297,3550.48776138893,"fractional","fractional"
"sub-0009","ses-04","run-01",0.104570811820953,37.4265328320726,3185.10047098365,"fractional","fractional"
"sub-0009","ses-04","run-02",0.108284842823316,33.485365002271,3182.52443824633,"fractional","fractional"
"sub-0010","ses-04","run-01",0.178454980517398,32.7059085068079,3797.68263158957,"fractional","fractional"
"sub-0010","ses-04","run-02",0.161511552932248,37.684304341408,3742.00477641838,"fractional","fractional"
"sub-0011","ses-04","run-01",0.114648805953101,33.1727918048412,3419.05745758471,"fractional","fractional"
"sub-0011","ses-04","run-02",0.123935153585011,31.6330880711582,3428.1840551929,"fractional","fractional"
